US EPA Office of Water Watershed Report,,,,,,,,,,
StreamCat Summary for Catchment Feature ID 21712830,,,,,,,,,,
Data extracted from StreamCat as of March 17 2017,,,,,,,,,,
More information on the StreamCat dataset at https://www.epa.gov/national-aquatic-resource-surveys/streamcat,,,,,,,,,,
StreamCat Search Criteria:,,,,,,,,,,
   o Area of Interest: CATCHMENT/WATERSHED; RIPARIAN BUFFER (100M),,,,,,,,,,
   o Landscape Class: DISTURBANCE; NATURAL,,,,,,,,,,
   o Landscape Metric Type: AGRICULTURE; CLIMATE; DISTURBANCE; HYDROLOGY; INFRASTRUCTURE; LAND COVER; LITHOLOGY; MINES; POLLUTION; RIPARIAN; SOILS; TOPOGRAPHY; URBAN; WETNESS,,,,,,,,,,
 ,,,,,,,,,,
Landscape Layer,Area of Interest (AOI),AOI Size (km²),Metric Description,Metric Value,Metric Unit of Measure,AOI Percent Covered,AOI Covered Size (km²),Landscape Metric Class,Landscape Metric Type,"Source Table Name,"
Forest Loss By Year 2001 to 2013,Watershed,20.1411,Percent of forest loss detected primarily in the year 2010 within the total upstream watershed.,0.111711872738,%,100,20.1411,Disturbance,Disturbance,PctFrstLoss2010Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,1.2582,Percent of forest loss detected primarily in the year 2010 within the riparian mask of the local catchment.,0.071530758226037,%,100,1.2582,Disturbance,Riparian,PctFrstLoss2010CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,3.672,Percent of forest loss detected primarily in the year 2010 within the riparian mask of the total upstream watershed.,0.024509803921569,%,100,3.672,Disturbance,Riparian,PctFrstLoss2010WsRp100
Forest Loss By Year 2001 to 2013,Catchment,6.8031,Percent of forest loss detected primarily in the year 2011 within the local catchment.,0,%,100,6.8031,Disturbance,Disturbance,PctFrstLoss2011Cat
Forest Loss By Year 2001 to 2013,Watershed,20.1411,Percent of forest loss detected primarily in the year 2011 within the total upstream watershed.,0.397694266947,%,100,20.1411,Disturbance,Disturbance,PctFrstLoss2011Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,1.2582,Percent of forest loss detected primarily in the year 2011 within the riparian mask of the local catchment.,0,%,100,1.2582,Disturbance,Riparian,PctFrstLoss2011CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,3.672,Percent of forest loss detected primarily in the year 2011 within the riparian mask of the total upstream watershed.,0,%,100,3.672,Disturbance,Riparian,PctFrstLoss2011WsRp100
Forest Loss By Year 2001 to 2013,Catchment,6.8031,Percent of forest loss detected primarily in the year 2012 within the local catchment.,0.01322926313,%,100,6.8031,Disturbance,Disturbance,PctFrstLoss2012Cat
Forest Loss By Year 2001 to 2013,Watershed,20.1411,Percent of forest loss detected primarily in the year 2012 within the total upstream watershed.,0.446847490951,%,100,20.1411,Disturbance,Disturbance,PctFrstLoss2012Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,1.2582,Percent of forest loss detected primarily in the year 2012 within the riparian mask of the local catchment.,0,%,100,1.2582,Disturbance,Riparian,PctFrstLoss2012CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,3.672,Percent of forest loss detected primarily in the year 2012 within the riparian mask of the total upstream watershed.,1.83823529411765,%,100,3.672,Disturbance,Riparian,PctFrstLoss2012WsRp100
Forest Loss By Year 2001 to 2013,Catchment,6.8031,Percent of forest loss detected primarily in the year 2013 within the local catchment.,0.952506945363,%,100,6.8031,Disturbance,Disturbance,PctFrstLoss2013Cat
Forest Loss By Year 2001 to 2013,Watershed,20.1411,Percent of forest loss detected primarily in the year 2013 within the total upstream watershed.,0.330667143304,%,100,20.1411,Disturbance,Disturbance,PctFrstLoss2013Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,1.2582,Percent of forest loss detected primarily in the year 2013 within the riparian mask of the local catchment.,0.429184549356223,%,100,1.2582,Disturbance,Riparian,PctFrstLoss2013CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,3.672,Percent of forest loss detected primarily in the year 2013 within the riparian mask of the total upstream watershed.,0.147058823529412,%,100,3.672,Disturbance,Riparian,PctFrstLoss2013WsRp100
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Lithological aluminum oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",12.6035250710279,%,100,6.8031,Natural,Lithology,Al2O3Cat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Lithological aluminum oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",11.9598413680683,%,100,20.1411,Natural,Lithology,Al2O3Ws
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Lithological calcium oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",1.33512302833708,%,100,6.8031,Natural,Lithology,CaOCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Lithological calcium oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",1.04332795299164,%,100,20.1411,Natural,Lithology,CaOWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Lithological ferric oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",6.19097975918772,%,100,6.8031,Natural,Lithology,Fe2O3Cat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Lithological ferric oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",6.61442353965772,%,100,20.1411,Natural,Lithology,Fe2O3Ws
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Lithological potassium oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",2.43219951031883,%,100,6.8031,Natural,Lithology,K2OCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Lithological potassium oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",2.23386363282095,%,100,20.1411,Natural,Lithology,K2OWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Lithological magnesium oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",1.41434838438947,%,100,6.8031,Natural,Lithology,MgOCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Lithological magnesium oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",1.64631189532151,%,100,20.1411,Natural,Lithology,MgOWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Lithological sodium oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",1.87726444744014,%,100,6.8031,Natural,Lithology,Na2OCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Lithological sodium oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",1.38874693447428,%,100,20.1411,Natural,Lithology,Na2OWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Lithological phosphorus pentoxide content in surface or near surface geology, expressed as a percentage within the local catchment.",0.121420463092473,%,100,6.8031,Natural,Lithology,P2O5Cat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Lithological phosphorus pentoxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",0.121743565212476,%,100,20.1411,Natural,Lithology,P2O5Ws
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Lithological sulfur content in surface or near surface geology, expressed as a percentage within the local catchment.",0.021484145807117,%,100,6.8031,Natural,Lithology,SCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Lithological sulfur content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",0.027687355081237,%,100,20.1411,Natural,Lithology,SWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Lithological silicon dioxide content in surface or near surface geology, expressed as a percentage within the local catchment.",68.9322889175817,%,100,6.8031,Natural,Lithology,SiO2Cat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Lithological silicon dioxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",68.4779165767014,%,100,20.1411,Natural,Lithology,SiO2Ws
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Lithological nitrogen content in surface or near surface geology, expressed as a percentage within the local catchment.",0.049209695239582,%,100,6.8031,Natural,Lithology,NCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Lithological nitrogen content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",0.05245171785111,%,100,20.1411,Natural,Lithology,NWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Hydraulic conductivity (in micrometers per second) of surface or near surface geology, within the local catchment.",18.418472238259,%,100,6.8031,Natural,Lithology,HydrlCondCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Hydraulic conductivity (in micrometers per second) of surface or near surface geology, within the total upstream watershed.",10.6505530857947,%,100,20.1411,Natural,Lithology,HydrlCondWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,6.8031,"Compressive strength, measured as uniaxial compressive strength (in megaPascals) of surface or near surface geology, within the local catchment",131.770686272126,%,100,6.8031,Natural,Lithology,CompStrgthCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,20.1411,"Compressive strength, measured as uniaxial compressive strength (in megaPascals) of surface or near surface geology, within the total upstream watershed",131.367396908262,%,100,20.1411,Natural,Lithology,CompStrgthWs
2006 National Land Cover Database Impervious Surfaces,Catchment,6.8031,Mean imperviousness of anthropogenic surfaces within catchment.,13.9846540548,%,100,6.8031,Disturbance,Infrastructure,PctImp2006Cat
2006 National Land Cover Database Impervious Surfaces,Watershed,20.1411,Mean imperviousness of anthropogenic surfaces within watershed.,23.0195719201,%,100,20.1411,Disturbance,Infrastructure,PctImp2006Ws
2006 National Land Cover Database Impervious Surfaces,Riparian Buffered Catchment,1.2582,Mean imperviousness of anthropogenic surfaces within catchment and within a 100-m buffer of NHD stream lines.,6.63733905579399,%,100,1.2582,Disturbance,Infrastructure,PctImp2006CatRp100
2006 National Land Cover Database Impervious Surfaces,Riparian Buffered Watershed,3.672,Mean imperviousness of anthropogenic surfaces within watershed and within a 100-m buffer of NHD stream lines.,11.9274509803922,%,100,3.672,Disturbance,Infrastructure,PctImp2006WsRp100
Soil Erodibility (KFFACT),Catchment,6.8031,Mean agricultural surface soil erodibility factor adjusted within the local catchment.,0.011072893239847,,100,6.8031,Natural,Soils,AgKffactCat
Soil Erodibility (KFFACT),Watershed,20.1411,Mean agricultural surface soil erodibility factor adjusted within the total upstream watershed.,0.01613432235578,,100,20.1411,Natural,Soils,AgKffactWs
Soil Erodibility (KFFACT),Catchment,6.8031,Mean surface soil erodibility factor adjusted within the local catchment.,0.18,,100,6.8031,Natural,Soils,KffactCat
Soil Erodibility (KFFACT),Watershed,20.1411,Mean surface soil erodibility factor adjusted within the total upstream watershed.,0.182220832030028,,100,20.1411,Natural,Soils,KffactWs
Surficial Lithology,Catchment,6.8031,Percentage of catchment area classified as lithology type: alkaline intrusive volcanic rock.,0,%,100,6.8031,Natural,Lithology,PctAlkIntruVolCat
Surficial Lithology,Watershed,20.1411,Percentage of watershed area classified as as lithology type: alkaline intrusive volcanic rock.,0,%,100,20.1411,Natural,Lithology,PctAlkIntruVolWs
Surficial Lithology,Catchment,6.8031,Percentage of catchment area classified as lithology type: alluvium and fine-textured coastal zone sediment.,19.7645191162852,%,100,6.8031,Natural,Lithology,PctAlluvCoastCat
Surficial Lithology,Watershed,20.1411,Percentage of watershed area classified as as lithology type: alluvium and fine-textured coastal zone sediment.,6.67590151481299,%,100,20.1411,Natural,Lithology,PctAlluvCoastWs
Surficial Lithology,Catchment,6.8031,Percentage of catchment area classified as lithology type: carbonate residual material.,0,%,100,6.8031,Natural,Lithology,PctCarbResidCat
Surficial Lithology,Watershed,20.1411,Percentage of watershed area classified as as lithology type: carbonate residual material.,0,%,100,20.1411,Natural,Lithology,PctCarbResidWs
Surficial Lithology,Catchment,6.8031,"Percentage of catchment area classified as lithology type: coastal zone sediment, coarse-textured.",0,%,100,6.8031,Natural,Lithology,PctCoastCrsCat
Surficial Lithology,Watershed,20.1411,"Percentage of watershed area classified as as lithology type: coastal zone sediment, coarse-textured.",0,%,100,20.1411,Natural,Lithology,PctCoastCrsWs
Surficial Lithology,Catchment,6.8031,Percentage of catchment area classified as lithology type: colluvial sediment.,0,%,100,6.8031,Natural,Lithology,PctColluvSedCat
Surficial Lithology,Watershed,20.1411,Percentage of watershed area classified as as lithology type: colluvial sediment.,0,%,100,20.1411,Natural,Lithology,PctColluvSedWs
Surficial Lithology,Catchment,6.8031,"Percentage of catchment area classified as lithology type: eolian sediment, coarse-textured (sand dunes).",0,%,100,6.8031,Natural,Lithology,PctEolCrsCat
Surficial Lithology,Watershed,20.1411,"Percentage of watershed area classified as as lithology type: eolian sediment, coarse-textured (sand dunes).",0,%,100,20.1411,Natural,Lithology,PctEolCrsWs
Surficial Lithology,Catchment,6.8031,"Percentage of catchment area classified as lithology type: eolian sediment, fine-textured (glacial loess).",0,%,100,6.8031,Natural,Lithology,PctEolFineCat
Surficial Lithology,Watershed,20.1411,"Percentage of watershed area classified as as lithology type: eolian sediment, fine-textured (glacial loess).",0,%,100,20.1411,Natural,Lithology,PctEolFineWs
Surficial Lithology,Catchment,6.8031,Percentage of catchment area classified as lithology type: extrusive volcanic rock.,0,%,100,6.8031,Natural,Lithology,PctExtruVolCat
Surficial Lithology,Watershed,20.1411,Percentage of watershed area classified as as lithology type: extrusive volcanic rock.,0,%,100,20.1411,Natural,Lithology,PctExtruVolWs
Surficial Lithology,Catchment,6.8031,"Percentage of catchment area classified as lithology type: glacial outwash and glacial lake sediment, coarse-textured.",0,%,100,6.8031,Natural,Lithology,PctGlacLakeCrsCat
Surficial Lithology,Watershed,20.1411,"Percentage of watershed area classified as as lithology type: glacial outwash and glacial lake sediment, coarse-textured.",0,%,100,20.1411,Natural,Lithology,PctGlacLakeCrsWs
Surficial Lithology,Catchment,6.8031,"Percentage of catchment area classified as lithology type: glacial lake sediment, fine-textured.",0,%,100,6.8031,Natural,Lithology,PctGlacLakeFineCat
Surficial Lithology,Watershed,20.1411,"Percentage of watershed area classified as as lithology type: glacial lake sediment, fine-textured.",0,%,100,20.1411,Natural,Lithology,PctGlacLakeFineWs
Surficial Lithology,Catchment,6.8031,"Percentage of catchment area classified as lithology type: glacial till, clayey.",0,%,100,6.8031,Natural,Lithology,PctGlacTilClayCat
Surficial Lithology,Watershed,20.1411,"Percentage of watershed area classified as as lithology type: glacial till, clayey.",0,%,100,20.1411,Natural,Lithology,PctGlacTilClayWs
Surficial Lithology,Catchment,6.8031,"Percentage of catchment area classified as lithology type: glacial till, coarse-textured.",0,%,100,6.8031,Natural,Lithology,PctGlacTilCrsCat
Surficial Lithology,Watershed,20.1411,"Percentage of watershed area classified as as lithology type: glacial till, coarse-textured.",0,%,100,20.1411,Natural,Lithology,PctGlacTilCrsWs
Surficial Lithology,Catchment,6.8031,"Percentage of catchment area classified as lithology type: glacial till, loamy.",0,%,100,6.8031,Natural,Lithology,PctGlacTilLoamCat
Surficial Lithology,Watershed,20.1411,"Percentage of watershed area classified as as lithology type: glacial till, loamy.",0,%,100,20.1411,Natural,Lithology,PctGlacTilLoamWs
Surficial Lithology,Catchment,6.8031,"Percentage of catchment area classified as lithology type: hydric, peat and muck.",0,%,100,6.8031,Natural,Lithology,PctHydricCat
Surficial Lithology,Watershed,20.1411,"Percentage of watershed area classified as as lithology type: hydric, peat and muck.",0,%,100,20.1411,Natural,Lithology,PctHydricWs
Surficial Lithology,Catchment,6.8031,Percentage of catchment area classified as lithology type: non-carbonate residual material.,80.2354808837148,%,100,6.8031,Natural,Lithology,PctNonCarbResidCat
Surficial Lithology,Watershed,20.1411,Percentage of watershed area classified as as lithology type: non-carbonate residual material.,93.324098485187,%,100,20.1411,Natural,Lithology,PctNonCarbResidWs
Surficial Lithology,Catchment,6.8031,Percentage of catchment area classified as lithology type: saline like sediment.,0,%,100,6.8031,Natural,Lithology,PctSalLakeCat
Surficial Lithology,Watershed,20.1411,Percentage of watershed area classified as as lithology type: saline like sediment.,0,%,100,20.1411,Natural,Lithology,PctSalLakeWs
Surficial Lithology,Catchment,6.8031,Percentage of catchment area classified as lithology type: silicic residual material.,0,%,100,6.8031,Natural,Lithology,PctSilicicCat
Surficial Lithology,Watershed,20.1411,Percentage of watershed area classified as as lithology type: silicic residual material.,0,%,100,20.1411,Natural,Lithology,PctSilicicWs
Surficial Lithology,Catchment,6.8031,Percentage of catchment area classified as lithology type: water.,0,%,100,6.8031,Natural,Lithology,PctWaterCat
Surficial Lithology,Watershed,20.1411,Percentage of watershed area classified as as lithology type: water,0,%,100,20.1411,Natural,Lithology,PctWaterWs
Mine Density Active Mines and Mineral Plants in the US,Catchment,6.8031,Density of georeferenced mines and mineral plants within the local catchment.,0,sites/km²,100,6.8031,Disturbance,Pollution,MineDensCat
Mine Density Active Mines and Mineral Plants in the US,Watershed,20.1411,Density of georeferenced mines and mineral plants within the upstream watershed.,0,sites/km²,100,20.1411,Disturbance,Pollution,MineDensWs
Mine Density Active Mines and Mineral Plants in the US,Riparian Buffered Catchment,1.2582,Density of georeferenced mines and mineral plants within the riparian mask of the local catchment.,0,sites/km²,100,1.2582,Disturbance,Pollution,MineDensCatRp100
Mine Density Active Mines and Mineral Plants in the US,Riparian Buffered Watershed,3.672,Density of georeferenced mines and mineral plants within the riparian mask of the upstream watershed.,0,sites/km²,100,3.672,Disturbance,Pollution,MineDensWsRp100
National Anthropenic Barrier Dataset,Catchment,6.8031,Density of georeferenced dams within the local catchment (dams/square km).,0,dams/km²,100,6.8031,Disturbance,Infrastructure,DensCat
National Anthropenic Barrier Dataset,Watershed,20.1411,Density of georeferenced dams within the total upstream watershed (dams/square km).,0,dams/km²,100,20.1411,Disturbance,Infrastructure,NABD_DensWs
National Anthropenic Barrier Dataset,Catchment,6.8031,Mean NID storage volume of all dam reservoirs (NID_STORA in NID) within the local catchment (cubic meters/square km).,0,m³/km²,100,6.8031,Disturbance,Infrastructure,NABD_NIDStorM3Cat
National Anthropenic Barrier Dataset,Watershed,20.1411,Mean NID storage volume of all dam reservoirs (NID_STORA in NID) within the total upstream watershed (cubic meters/square km).,0,m³/km²,100,20.1411,Disturbance,Infrastructure,NABD_NIDStorM3Ws
National Anthropenic Barrier Dataset,Catchment,6.8031,Mean normal storage volume of all dam reservoirs (NORM_STORA in NID) within the local catchment (cubic meters/square km).,0,m³/km²,100,6.8031,Disturbance,Infrastructure,NABD_NrmStorM3Cat
National Anthropenic Barrier Dataset,Watershed,20.1411,Mean normal storage volume of all dam reservoirs (NORM_STORA in NID) within the total upstream watershed (cubic meters/square km).,0,m³/km²,100,20.1411,Disturbance,Infrastructure,NABD_NrmStorM3Ws
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Catchment,6.8031,"Annual average of precipitation-weighted mean wet deposition for inorganic nitrogen concentration from nitrate and ammonium for year, 2008, within the local catchment.",2.61376353091679,kg/ha/yr,100,6.8031,Disturbance,Pollution,InorgNWetDep_2008Cat
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Watershed,20.1411,"Annual average of precipitation-weighted mean wet deposition for inorganic nitrogen concentration from nitrate and ammonium for year, 2008, within the upstream watershed.",2.65485494278118,m³/km²,100,20.1411,Disturbance,Pollution,InorgNWetDep_2008Ws
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Catchment,6.8031,"Annual average of precipitation-weighted mean deposition for ammonium ion concentration for year, 2008, within the local catchment.",1.62446959948406,kg/ha/yr,100,6.8031,Disturbance,Pollution,NH4_2008Cat
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Watershed,20.1411,"Annual average of precipitation-weighted mean deposition for ammonium ion concentration for year, 2008, within the total upstream watershed.",1.65934429640288,kg/ha/yr,100,20.1411,Disturbance,Pollution,NH4_2008Ws
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Catchment,6.8031,"Annual average of preciptiation-weighted mean deposition for nitrate ion concentration for year, 2008, within the local catchment.",5.99807173518984,kg/ha/yr,100,6.8031,Disturbance,Pollution,NO3_2008Cat
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Watershed,20.1411,"Annual average of preciptiation-weighted mean deposition for nitrate ion concentration for year, 2008, within the total upstream watershed.",6.06031369529469,kg/ha/yr,100,20.1411,Disturbance,Pollution,NO3_2008Ws
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Catchment,6.8031,"Annual average of precipitation-weighted mean deposition for average sulfur and nitrogen concentration for year, 2008, within the local catchment.",390.436662940865,kg/ha/yr,100,6.8031,Disturbance,Pollution,SN_2008Cat
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Watershed,20.1411,"Annual average of precipitation-weighted mean deposition for average sulfur and nitrogen concentration for year, 2008, within the total upstream watershed.",395.675980377586,kg/ha/yr,100,20.1411,Disturbance,Pollution,SN_2008Ws
2006 National Land Cover Database,Catchment,6.8031,"Percentage of the local catchment area classified as area of bedrock, desert pavement, scarps, talus, slides, volcanic materical, glacial debris, sand dunes, strip mines, gravel pits, and other accumulations of earthen material.",0,%,100,6.8031,Natural,Land Cover,PctBl2006Cat
2006 National Land Cover Database,Watershed,20.1411,"Percentage of the upstream watershed area classified as area of bedrock, desert pavement, scarps, talus, slides, volcanic materical, glacial debris, sand dunes, strip mines, gravel pits, and other accumulations of earthen material.",0,%,100,20.1411,Natural,Land Cover,PctBl2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,1.2582,"Percentage of the local catchment classified as area of bedrock, desert pavement, scarps, talus, slides, volcanic materical, glacial debris, sand dunes, strip mines, gravel pits, and other accumulations of earthen material within a 100-m wide buffer of the NHD stream lines.",0,%,100,1.2582,Natural,Land Cover,PctBl2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,3.672,"Percentage of the upstream watershed classified as area of bedrock, desert pavement, scarps, talus, slides, volcanic materical, glacial debris, sand dunes, strip mines, gravel pits, and other accumulations of earthen material within a 100-m wide buffer of the NHD stream lines.",0,%,100,3.672,Natural,Land Cover,PctBl2006WsRp100
2006 National Land Cover Database,Catchment,6.8031,Percentage of the local catchment area classified as evergreen forest land cover.,4.16721788596375,%,100,6.8031,Natural,Land Cover,PctConif2006Cat
2006 National Land Cover Database,Watershed,20.1411,Percentage of the upstream watershed area classified as evergreen forest land cover.,5.1744939452165,%,100,20.1411,Natural,Land Cover,PctConif2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,1.2582,Percentage of the local catchment classified as evergreen forest land cover within a 100-m wide buffer of the NHD stream lines.,0.643776824034335,%,100,1.2582,Natural,Land Cover,PctConif2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,3.672,Percentage of the upstream watershed classified as evergreen forest land cover within a 100-m wide buffer of the NHD stream lines.,1.44607843137255,%,100,3.672,Natural,Land Cover,PctConif2006WsRp100
2006 National Land Cover Database,Catchment,6.8031,Percentage of the local catchment area classified as row crop land use.,3.8497155708427,%,100,6.8031,Disturbance,Agriculture,PctCrop2006Cat
2006 National Land Cover Database,Watershed,20.1411,Percentage of the upstream watershed area classified as row crop land use.,5.43366548996828,%,100,20.1411,Disturbance,Agriculture,PctCrop2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,1.2582,Percentage of the local catchment classified as crop land use within a 100-m wide buffer of the NHD stream lines.,4.86409155937053,%,100,1.2582,Disturbance,Agriculture,PctCrop2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,3.672,Percentage of the upstream watershed classified as crop land use within a 100-m wide buffer of the NHD stream lines.,6.7156862745098,%,100,3.672,Disturbance,Agriculture,PctCrop2006WsRp100
2006 National Land Cover Database,Catchment,6.8031,Percentage of the local catchment area classified as deciduous forest land cover.,20.1613970101865,%,100,6.8031,Natural,Land Cover,PctDecid2006Cat
2006 National Land Cover Database,Watershed,20.1411,Percentage of the upstream watershed area classified as deciduous forest land cover.,11.5018544170875,%,100,20.1411,Natural,Land Cover,PctDecid2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,1.2582,Percentage of the local catchment classified as deciduous forest land cover within a 100-m wide buffer of the NHD stream lines.,29.2560801144492,%,100,1.2582,Natural,Land Cover,PctDecid2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,3.672,Percentage of the upstream watershed classified as deciduous forest land cover within a 100-m wide buffer of the NHD stream lines.,22.5245098039216,%,100,3.672,Natural,Land Cover,PctDecid2006WsRp100
2006 National Land Cover Database,Catchment,6.8031,Percentage of the local catchment area classified as grassland/herbaceous land cover.,0.714380209022357,%,100,6.8031,Natural,Land Cover,PctGrs2006Cat
2006 National Land Cover Database,Watershed,20.1411,Percentage of the upstream watershed area classified as grassland/herbaceous land cover.,0.241297645113723,%,100,20.1411,Natural,Land Cover,PctGrs2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,1.2582,Percentage of the local catchment classified as grassland/herbaceous land cover within a 100-m wide buffer of the NHD stream lines.,1.21602288984263,%,100,1.2582,Natural,Land Cover,PctGrs2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,3.672,Percentage of the upstream watershed classified as grassland/herbaceous land cover within a 100-m wide buffer of the NHD stream lines.,0.416666666666667,%,100,3.672,Natural,Land Cover,PctGrs2006WsRp100
2006 National Land Cover Database,Catchment,6.8031,Percentage of the local catchment area classified as pasture/hay land use.,2.3018917846276,%,100,6.8031,Disturbance,Agriculture,PctHay2006Cat
2006 National Land Cover Database,Watershed,20.1411,Percentage of the upstream watershed area classified as pasture/hay land use.,3.49881585414898,%,100,20.1411,Disturbance,Agriculture,PctHay2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,1.2582,Percentage of the local catchment classified as pasture/hay land use within a 100-m wide buffer of the NHD stream lines.,3.14735336194564,%,100,1.2582,Disturbance,Agriculture,PctHay2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,3.672,Percentage of the upstream watershed classified as pasture/hay land use within a 100-m wide buffer of the NHD stream lines.,2.8921568627451,%,100,3.672,Disturbance,Agriculture,PctHay2006WsRp100
2006 National Land Cover Database,Catchment,6.8031,Percentage of the local catchment area classified as herbaceous wetland land cover.,0,%,100,6.8031,Natural,Land Cover,PctHbWet2006Cat
2006 National Land Cover Database,Watershed,20.1411,Percentage of the upstream watershed area classified as herbaceous wetland land cover.,0.165333571651995,%,100,20.1411,Natural,Land Cover,PctHbWet2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,1.2582,Percentage of the local catchment classified as emergent herbaceous wetland land cover within a 100-m wide buffer of the NHD stream lines.,0,%,100,1.2582,Natural,Land Cover,PctHbWet2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,3.672,Percentage of the upstream watershed classified as emergent herbaceous wetland land cover within a 100-m wide buffer of the NHD stream lines.,0.343137254901961,%,100,3.672,Natural,Land Cover,PctHbWet2006WsRp100
2006 National Land Cover Database,Catchment,6.8031,Percentage of the local catchment area classified as ice/snow land cover.,0,%,100,6.8031,Natural,Land Cover,PctIce2006Cat
2006 National Land Cover Database,Watershed,20.1411,Percentage of the upstream watershed area classified as ice/snow land cover.,0,%,100,20.1411,Natural,Land Cover,PctIce2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,1.2582,Percentage of the local catchment classified as ice/snow land cover within a 100-m wide buffer of the NHD stream lines.,0,%,100,1.2582,Natural,Land Cover,PctIce2006CatRp100
