US EPA Office of Water Watershed Report,,,,,,,,,,
StreamCat Summary for Catchment Feature ID 21714932,,,,,,,,,,
Data extracted from StreamCat as of March 17 2017,,,,,,,,,,
More information on the StreamCat dataset at https://www.epa.gov/national-aquatic-resource-surveys/streamcat,,,,,,,,,,
StreamCat Search Criteria:,,,,,,,,,,
   o Area of Interest: CATCHMENT/WATERSHED; RIPARIAN BUFFER (100M),,,,,,,,,,
   o Landscape Class: DISTURBANCE; NATURAL,,,,,,,,,,
   o Landscape Metric Type: AGRICULTURE; CLIMATE; DISTURBANCE; HYDROLOGY; INFRASTRUCTURE; LAND COVER; LITHOLOGY; MINES; POLLUTION; RIPARIAN; SOILS; TOPOGRAPHY; URBAN; WETNESS,,,,,,,,,,
 ,,,,,,,,,,
Landscape Layer,Area of Interest (AOI),AOI Size (km²),Metric Description,Metric Value,Metric Unit of Measure,AOI Percent Covered,AOI Covered Size (km²),Landscape Metric Class,Landscape Metric Type,"Source Table Name,"
Forest Loss By Year 2001 to 2013,Watershed,656.1054,Percent of forest loss detected primarily in the year 2010 within the total upstream watershed.,1.310688801,%,100,656.1054,Disturbance,Disturbance,PctFrstLoss2010Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.2808,Percent of forest loss detected primarily in the year 2010 within the riparian mask of the local catchment.,0,%,100,0.2808,Disturbance,Riparian,PctFrstLoss2010CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,157.1652,Percent of forest loss detected primarily in the year 2010 within the riparian mask of the total upstream watershed.,0.924823052,%,100,157.1652,Disturbance,Riparian,PctFrstLoss2010WsRp100
Forest Loss By Year 2001 to 2013,Catchment,1.9152,Percent of forest loss detected primarily in the year 2011 within the local catchment.,0,%,100,1.9152,Disturbance,Disturbance,PctFrstLoss2011Cat
Forest Loss By Year 2001 to 2013,Watershed,656.1054,Percent of forest loss detected primarily in the year 2011 within the total upstream watershed.,0.941144517,%,100,656.1054,Disturbance,Disturbance,PctFrstLoss2011Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.2808,Percent of forest loss detected primarily in the year 2011 within the riparian mask of the local catchment.,0,%,100,0.2808,Disturbance,Riparian,PctFrstLoss2011CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,157.1652,Percent of forest loss detected primarily in the year 2011 within the riparian mask of the total upstream watershed.,0.699773232,%,100,157.1652,Disturbance,Riparian,PctFrstLoss2011WsRp100
Forest Loss By Year 2001 to 2013,Catchment,1.9152,Percent of forest loss detected primarily in the year 2012 within the local catchment.,0.093984962,%,100,1.9152,Disturbance,Disturbance,PctFrstLoss2012Cat
Forest Loss By Year 2001 to 2013,Watershed,656.1054,Percent of forest loss detected primarily in the year 2012 within the total upstream watershed.,1.101362677,%,100,656.1054,Disturbance,Disturbance,PctFrstLoss2012Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.2808,Percent of forest loss detected primarily in the year 2012 within the riparian mask of the local catchment.,0,%,100,0.2808,Disturbance,Riparian,PctFrstLoss2012CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,157.1652,Percent of forest loss detected primarily in the year 2012 within the riparian mask of the total upstream watershed.,1.029044598,%,100,157.1652,Disturbance,Riparian,PctFrstLoss2012WsRp100
Forest Loss By Year 2001 to 2013,Catchment,1.9152,Percent of forest loss detected primarily in the year 2013 within the local catchment.,0,%,100,1.9152,Disturbance,Disturbance,PctFrstLoss2013Cat
Forest Loss By Year 2001 to 2013,Watershed,656.1054,Percent of forest loss detected primarily in the year 2013 within the total upstream watershed.,0.709184835,%,100,656.1054,Disturbance,Disturbance,PctFrstLoss2013Ws
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Catchment,0.2808,Percent of forest loss detected primarily in the year 2013 within the riparian mask of the local catchment.,0,%,100,0.2808,Disturbance,Riparian,PctFrstLoss2013CatRp100
Riparian Buffer Forest Loss By Year 2001 to 2013,Riparian Buffered Watershed,157.1652,Percent of forest loss detected primarily in the year 2013 within the riparian mask of the total upstream watershed.,0.695764711,%,100,157.1652,Disturbance,Riparian,PctFrstLoss2013WsRp100
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Lithological aluminum oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",11.50737048,%,100,1.9152,Natural,Lithology,Al2O3Cat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Lithological aluminum oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",12.3494599,%,100,656.1054,Natural,Lithology,Al2O3Ws
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Lithological calcium oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",1.481877272,%,100,1.9152,Natural,Lithology,CaOCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Lithological calcium oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",3.603723237,%,100,656.1054,Natural,Lithology,CaOWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Lithological ferric oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",11.63566324,%,100,1.9152,Natural,Lithology,Fe2O3Cat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Lithological ferric oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",7.965275204,%,100,656.1054,Natural,Lithology,Fe2O3Ws
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Lithological potassium oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",2.262507924,%,100,1.9152,Natural,Lithology,K2OCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Lithological potassium oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",2.431273846,%,100,656.1054,Natural,Lithology,K2OWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Lithological magnesium oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",1.118590396,%,100,1.9152,Natural,Lithology,MgOCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Lithological magnesium oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",1.41705439,%,100,656.1054,Natural,Lithology,MgOWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Lithological sodium oxide content in surface or near surface geology, expressed as a percentage within the local catchment.",1.129620958,%,100,1.9152,Natural,Lithology,Na2OCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Lithological sodium oxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",1.335632703,%,100,656.1054,Natural,Lithology,Na2OWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Lithological phosphorus pentoxide content in surface or near surface geology, expressed as a percentage within the local catchment.",0.205162485,%,100,1.9152,Natural,Lithology,P2O5Cat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Lithological phosphorus pentoxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",0.142574936,%,100,656.1054,Natural,Lithology,P2O5Ws
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Lithological sulfur content in surface or near surface geology, expressed as a percentage within the local catchment.",0.126138509,%,100,1.9152,Natural,Lithology,SCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Lithological sulfur content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",0.151121243,%,100,656.1054,Natural,Lithology,SWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Lithological silicon dioxide content in surface or near surface geology, expressed as a percentage within the local catchment.",62.07560838,%,100,1.9152,Natural,Lithology,SiO2Cat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Lithological silicon dioxide content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",62.97150455,%,100,656.1054,Natural,Lithology,SiO2Ws
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Lithological nitrogen content in surface or near surface geology, expressed as a percentage within the local catchment.",0.298025927,%,100,1.9152,Natural,Lithology,NCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Lithological nitrogen content in surface or near surface geology, expressed as a percentage within the total upstream watershed.",0.371260026,%,100,656.1054,Natural,Lithology,NWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Hydraulic conductivity (in micrometers per second) of surface or near surface geology, within the local catchment.",91.89631748,%,100,1.9152,Natural,Lithology,HydrlCondCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Hydraulic conductivity (in micrometers per second) of surface or near surface geology, within the total upstream watershed.",44.15674545,%,100,656.1054,Natural,Lithology,HydrlCondWs
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Catchment,1.9152,"Compressive strength, measured as uniaxial compressive strength (in megaPascals) of surface or near surface geology, within the local catchment",16.2031595,%,100,1.9152,Natural,Lithology,CompStrgthCat
Olson and Hawkins (2014) Geochemical and Geophysical Characteristics,Watershed,656.1054,"Compressive strength, measured as uniaxial compressive strength (in megaPascals) of surface or near surface geology, within the total upstream watershed",49.04575948,%,100,656.1054,Natural,Lithology,CompStrgthWs
2006 National Land Cover Database Impervious Surfaces,Catchment,1.9152,Mean imperviousness of anthropogenic surfaces within catchment.,0.084586466,%,100,1.9152,Disturbance,Infrastructure,PctImp2006Cat
2006 National Land Cover Database Impervious Surfaces,Watershed,656.1054,Mean imperviousness of anthropogenic surfaces within watershed.,2.225679898,%,100,656.1054,Disturbance,Infrastructure,PctImp2006Ws
2006 National Land Cover Database Impervious Surfaces,Riparian Buffered Catchment,0.2808,Mean imperviousness of anthropogenic surfaces within catchment and within a 100-m buffer of NHD stream lines.,0.217948718,%,100,0.2808,Disturbance,Infrastructure,PctImp2006CatRp100
2006 National Land Cover Database Impervious Surfaces,Riparian Buffered Watershed,157.1652,Mean imperviousness of anthropogenic surfaces within watershed and within a 100-m buffer of NHD stream lines.,0.961541105,%,100,157.1652,Disturbance,Infrastructure,PctImp2006WsRp100
Soil Erodibility (KFFACT),Catchment,1.9152,Mean agricultural surface soil erodibility factor adjusted within the local catchment.,0.00281015,,100,1.9152,Natural,Soils,AgKffactCat
Soil Erodibility (KFFACT),Watershed,656.1054,Mean agricultural surface soil erodibility factor adjusted within the total upstream watershed.,0.026737229,,100,656.1054,Natural,Soils,AgKffactWs
Soil Erodibility (KFFACT),Catchment,1.9152,Mean surface soil erodibility factor adjusted within the local catchment.,0.252067669,,100,1.9152,Natural,Soils,KffactCat
Soil Erodibility (KFFACT),Watershed,656.1054,Mean surface soil erodibility factor adjusted within the total upstream watershed.,0.225349517,,100,656.1054,Natural,Soils,KffactWs
Surficial Lithology,Catchment,1.9152,Percentage of catchment area classified as lithology type: alkaline intrusive volcanic rock.,0,%,100,1.9152,Natural,Lithology,PctAlkIntruVolCat
Surficial Lithology,Watershed,656.1054,Percentage of watershed area classified as as lithology type: alkaline intrusive volcanic rock.,0,%,100,656.1054,Natural,Lithology,PctAlkIntruVolWs
Surficial Lithology,Catchment,1.9152,Percentage of catchment area classified as lithology type: alluvium and fine-textured coastal zone sediment.,100,%,100,1.9152,Natural,Lithology,PctAlluvCoastCat
Surficial Lithology,Watershed,656.1054,Percentage of watershed area classified as as lithology type: alluvium and fine-textured coastal zone sediment.,54.13069303,%,100,656.1054,Natural,Lithology,PctAlluvCoastWs
Surficial Lithology,Catchment,1.9152,Percentage of catchment area classified as lithology type: carbonate residual material.,0,%,100,1.9152,Natural,Lithology,PctCarbResidCat
Surficial Lithology,Watershed,656.1054,Percentage of watershed area classified as as lithology type: carbonate residual material.,0,%,100,656.1054,Natural,Lithology,PctCarbResidWs
Surficial Lithology,Catchment,1.9152,"Percentage of catchment area classified as lithology type: coastal zone sediment, coarse-textured.",0,%,100,1.9152,Natural,Lithology,PctCoastCrsCat
Surficial Lithology,Watershed,656.1054,"Percentage of watershed area classified as as lithology type: coastal zone sediment, coarse-textured.",0,%,100,656.1054,Natural,Lithology,PctCoastCrsWs
Surficial Lithology,Catchment,1.9152,Percentage of catchment area classified as lithology type: colluvial sediment.,0,%,100,1.9152,Natural,Lithology,PctColluvSedCat
Surficial Lithology,Watershed,656.1054,Percentage of watershed area classified as as lithology type: colluvial sediment.,0,%,100,656.1054,Natural,Lithology,PctColluvSedWs
Surficial Lithology,Catchment,1.9152,"Percentage of catchment area classified as lithology type: eolian sediment, coarse-textured (sand dunes).",0,%,100,1.9152,Natural,Lithology,PctEolCrsCat
Surficial Lithology,Watershed,656.1054,"Percentage of watershed area classified as as lithology type: eolian sediment, coarse-textured (sand dunes).",0,%,100,656.1054,Natural,Lithology,PctEolCrsWs
Surficial Lithology,Catchment,1.9152,"Percentage of catchment area classified as lithology type: eolian sediment, fine-textured (glacial loess).",0,%,100,1.9152,Natural,Lithology,PctEolFineCat
Surficial Lithology,Watershed,656.1054,"Percentage of watershed area classified as as lithology type: eolian sediment, fine-textured (glacial loess).",0,%,100,656.1054,Natural,Lithology,PctEolFineWs
Surficial Lithology,Catchment,1.9152,Percentage of catchment area classified as lithology type: extrusive volcanic rock.,0,%,100,1.9152,Natural,Lithology,PctExtruVolCat
Surficial Lithology,Watershed,656.1054,Percentage of watershed area classified as as lithology type: extrusive volcanic rock.,0,%,100,656.1054,Natural,Lithology,PctExtruVolWs
Surficial Lithology,Catchment,1.9152,"Percentage of catchment area classified as lithology type: glacial outwash and glacial lake sediment, coarse-textured.",0,%,100,1.9152,Natural,Lithology,PctGlacLakeCrsCat
Surficial Lithology,Watershed,656.1054,"Percentage of watershed area classified as as lithology type: glacial outwash and glacial lake sediment, coarse-textured.",0,%,100,656.1054,Natural,Lithology,PctGlacLakeCrsWs
Surficial Lithology,Catchment,1.9152,"Percentage of catchment area classified as lithology type: glacial lake sediment, fine-textured.",0,%,100,1.9152,Natural,Lithology,PctGlacLakeFineCat
Surficial Lithology,Watershed,656.1054,"Percentage of watershed area classified as as lithology type: glacial lake sediment, fine-textured.",0,%,100,656.1054,Natural,Lithology,PctGlacLakeFineWs
Surficial Lithology,Catchment,1.9152,"Percentage of catchment area classified as lithology type: glacial till, clayey.",0,%,100,1.9152,Natural,Lithology,PctGlacTilClayCat
Surficial Lithology,Watershed,656.1054,"Percentage of watershed area classified as as lithology type: glacial till, clayey.",0,%,100,656.1054,Natural,Lithology,PctGlacTilClayWs
Surficial Lithology,Catchment,1.9152,"Percentage of catchment area classified as lithology type: glacial till, coarse-textured.",0,%,100,1.9152,Natural,Lithology,PctGlacTilCrsCat
Surficial Lithology,Watershed,656.1054,"Percentage of watershed area classified as as lithology type: glacial till, coarse-textured.",0,%,100,656.1054,Natural,Lithology,PctGlacTilCrsWs
Surficial Lithology,Catchment,1.9152,"Percentage of catchment area classified as lithology type: glacial till, loamy.",0,%,100,1.9152,Natural,Lithology,PctGlacTilLoamCat
Surficial Lithology,Watershed,656.1054,"Percentage of watershed area classified as as lithology type: glacial till, loamy.",0,%,100,656.1054,Natural,Lithology,PctGlacTilLoamWs
Surficial Lithology,Catchment,1.9152,"Percentage of catchment area classified as lithology type: hydric, peat and muck.",0,%,100,1.9152,Natural,Lithology,PctHydricCat
Surficial Lithology,Watershed,656.1054,"Percentage of watershed area classified as as lithology type: hydric, peat and muck.",0,%,100,656.1054,Natural,Lithology,PctHydricWs
Surficial Lithology,Catchment,1.9152,Percentage of catchment area classified as lithology type: non-carbonate residual material.,0,%,100,1.9152,Natural,Lithology,PctNonCarbResidCat
Surficial Lithology,Watershed,656.1054,Percentage of watershed area classified as as lithology type: non-carbonate residual material.,45.86930697,%,100,656.1054,Natural,Lithology,PctNonCarbResidWs
Surficial Lithology,Catchment,1.9152,Percentage of catchment area classified as lithology type: saline like sediment.,0,%,100,1.9152,Natural,Lithology,PctSalLakeCat
Surficial Lithology,Watershed,656.1054,Percentage of watershed area classified as as lithology type: saline like sediment.,0,%,100,656.1054,Natural,Lithology,PctSalLakeWs
Surficial Lithology,Catchment,1.9152,Percentage of catchment area classified as lithology type: silicic residual material.,0,%,100,1.9152,Natural,Lithology,PctSilicicCat
Surficial Lithology,Watershed,656.1054,Percentage of watershed area classified as as lithology type: silicic residual material.,0,%,100,656.1054,Natural,Lithology,PctSilicicWs
Surficial Lithology,Catchment,1.9152,Percentage of catchment area classified as lithology type: water.,0,%,100,1.9152,Natural,Lithology,PctWaterCat
Surficial Lithology,Watershed,656.1054,Percentage of watershed area classified as as lithology type: water,0,%,100,656.1054,Natural,Lithology,PctWaterWs
Mine Density Active Mines and Mineral Plants in the US,Catchment,1.9152,Density of georeferenced mines and mineral plants within the local catchment.,0,sites/km²,100,1.9152,Disturbance,Pollution,MineDensCat
Mine Density Active Mines and Mineral Plants in the US,Watershed,656.1054,Density of georeferenced mines and mineral plants within the upstream watershed.,0.001524145,sites/km²,100,656.1054,Disturbance,Pollution,MineDensWs
Mine Density Active Mines and Mineral Plants in the US,Riparian Buffered Catchment,0.2808,Density of georeferenced mines and mineral plants within the riparian mask of the local catchment.,0,sites/km²,100,0.2808,Disturbance,Pollution,MineDensCatRp100
Mine Density Active Mines and Mineral Plants in the US,Riparian Buffered Watershed,157.1652,Density of georeferenced mines and mineral plants within the riparian mask of the upstream watershed.,0,sites/km²,100,157.1652,Disturbance,Pollution,MineDensWsRp100
National Anthropenic Barrier Dataset,Catchment,1.9152,Density of georeferenced dams within the local catchment (dams/square km).,0,dams/km²,100,1.9152,Disturbance,Infrastructure,DensCat
National Anthropenic Barrier Dataset,Watershed,656.1054,Density of georeferenced dams within the total upstream watershed (dams/square km).,0.028958762,dams/km²,100,656.1054,Disturbance,Infrastructure,NABD_DensWs
National Anthropenic Barrier Dataset,Catchment,1.9152,Mean NID storage volume of all dam reservoirs (NID_STORA in NID) within the local catchment (cubic meters/square km).,0,m³/km²,100,1.9152,Disturbance,Infrastructure,NABD_NIDStorM3Cat
National Anthropenic Barrier Dataset,Watershed,656.1054,Mean NID storage volume of all dam reservoirs (NID_STORA in NID) within the total upstream watershed (cubic meters/square km).,16233.82432,m³/km²,100,656.1054,Disturbance,Infrastructure,NABD_NIDStorM3Ws
National Anthropenic Barrier Dataset,Catchment,1.9152,Mean normal storage volume of all dam reservoirs (NORM_STORA in NID) within the local catchment (cubic meters/square km).,0,m³/km²,100,1.9152,Disturbance,Infrastructure,NABD_NrmStorM3Cat
National Anthropenic Barrier Dataset,Watershed,656.1054,Mean normal storage volume of all dam reservoirs (NORM_STORA in NID) within the total upstream watershed (cubic meters/square km).,13598.06037,m³/km²,100,656.1054,Disturbance,Infrastructure,NABD_NrmStorM3Ws
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Catchment,1.9152,"Annual average of precipitation-weighted mean wet deposition for inorganic nitrogen concentration from nitrate and ammonium for year, 2008, within the local catchment.",2.616348364,kg/ha/yr,100,1.9152,Disturbance,Pollution,InorgNWetDep_2008Cat
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Watershed,656.1054,"Annual average of precipitation-weighted mean wet deposition for inorganic nitrogen concentration from nitrate and ammonium for year, 2008, within the upstream watershed.",2.613069283,m³/km²,100,656.1054,Disturbance,Pollution,InorgNWetDep_2008Ws
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Catchment,1.9152,"Annual average of precipitation-weighted mean deposition for ammonium ion concentration for year, 2008, within the local catchment.",1.615189211,kg/ha/yr,100,1.9152,Disturbance,Pollution,NH4_2008Cat
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Watershed,656.1054,"Annual average of precipitation-weighted mean deposition for ammonium ion concentration for year, 2008, within the total upstream watershed.",1.606357089,kg/ha/yr,100,656.1054,Disturbance,Pollution,NH4_2008Ws
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Catchment,1.9152,"Annual average of preciptiation-weighted mean deposition for nitrate ion concentration for year, 2008, within the local catchment.",6.040700035,kg/ha/yr,100,1.9152,Disturbance,Pollution,NO3_2008Cat
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Watershed,656.1054,"Annual average of preciptiation-weighted mean deposition for nitrate ion concentration for year, 2008, within the total upstream watershed.",6.057061249,kg/ha/yr,100,656.1054,Disturbance,Pollution,NO3_2008Ws
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Catchment,1.9152,"Annual average of precipitation-weighted mean deposition for average sulfur and nitrogen concentration for year, 2008, within the local catchment.",388.8564831,kg/ha/yr,100,1.9152,Disturbance,Pollution,SN_2008Cat
National Atmospheric Deposition Program National Trends Network - Nitrogen Deposition,Watershed,656.1054,"Annual average of precipitation-weighted mean deposition for average sulfur and nitrogen concentration for year, 2008, within the total upstream watershed.",390.8971775,kg/ha/yr,100,656.1054,Disturbance,Pollution,SN_2008Ws
2006 National Land Cover Database,Catchment,1.9152,"Percentage of the local catchment area classified as area of bedrock, desert pavement, scarps, talus, slides, volcanic materical, glacial debris, sand dunes, strip mines, gravel pits, and other accumulations of earthen material.",0,%,100,1.9152,Natural,Land Cover,PctBl2006Cat
2006 National Land Cover Database,Watershed,656.1054,"Percentage of the upstream watershed area classified as area of bedrock, desert pavement, scarps, talus, slides, volcanic materical, glacial debris, sand dunes, strip mines, gravel pits, and other accumulations of earthen material.",0.198900969,%,100,656.1054,Natural,Land Cover,PctBl2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,0.2808,"Percentage of the local catchment classified as area of bedrock, desert pavement, scarps, talus, slides, volcanic materical, glacial debris, sand dunes, strip mines, gravel pits, and other accumulations of earthen material within a 100-m wide buffer of the NHD stream lines.",0,%,100,0.2808,Natural,Land Cover,PctBl2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,157.1652,"Percentage of the upstream watershed classified as area of bedrock, desert pavement, scarps, talus, slides, volcanic materical, glacial debris, sand dunes, strip mines, gravel pits, and other accumulations of earthen material within a 100-m wide buffer of the NHD stream lines.",0.085896878,%,100,157.1652,Natural,Land Cover,PctBl2006WsRp100
2006 National Land Cover Database,Catchment,1.9152,Percentage of the local catchment area classified as evergreen forest land cover.,7.189849624,%,100,1.9152,Natural,Land Cover,PctConif2006Cat
2006 National Land Cover Database,Watershed,656.1054,Percentage of the upstream watershed area classified as evergreen forest land cover.,18.70409846,%,100,656.1054,Natural,Land Cover,PctConif2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,0.2808,Percentage of the local catchment classified as evergreen forest land cover within a 100-m wide buffer of the NHD stream lines.,8.012820513,%,100,0.2808,Natural,Land Cover,PctConif2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,157.1652,Percentage of the upstream watershed classified as evergreen forest land cover within a 100-m wide buffer of the NHD stream lines.,9.742996541,%,100,157.1652,Natural,Land Cover,PctConif2006WsRp100
2006 National Land Cover Database,Catchment,1.9152,Percentage of the local catchment area classified as row crop land use.,1.080827068,%,100,1.9152,Disturbance,Agriculture,PctCrop2006Cat
2006 National Land Cover Database,Watershed,656.1054,Percentage of the upstream watershed area classified as row crop land use.,3.61286464,%,100,656.1054,Disturbance,Agriculture,PctCrop2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,0.2808,Percentage of the local catchment classified as crop land use within a 100-m wide buffer of the NHD stream lines.,7.371794872,%,100,0.2808,Disturbance,Agriculture,PctCrop2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,157.1652,Percentage of the upstream watershed classified as crop land use within a 100-m wide buffer of the NHD stream lines.,2.247634973,%,100,157.1652,Disturbance,Agriculture,PctCrop2006WsRp100
2006 National Land Cover Database,Catchment,1.9152,Percentage of the local catchment area classified as deciduous forest land cover.,12.45300752,%,100,1.9152,Natural,Land Cover,PctDecid2006Cat
2006 National Land Cover Database,Watershed,656.1054,Percentage of the upstream watershed area classified as deciduous forest land cover.,26.70471848,%,100,656.1054,Natural,Land Cover,PctDecid2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,0.2808,Percentage of the local catchment classified as deciduous forest land cover within a 100-m wide buffer of the NHD stream lines.,17.62820513,%,100,0.2808,Natural,Land Cover,PctDecid2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,157.1652,Percentage of the upstream watershed classified as deciduous forest land cover within a 100-m wide buffer of the NHD stream lines.,35.53725634,%,100,157.1652,Natural,Land Cover,PctDecid2006WsRp100
2006 National Land Cover Database,Catchment,1.9152,Percentage of the local catchment area classified as grassland/herbaceous land cover.,0,%,100,1.9152,Natural,Land Cover,PctGrs2006Cat
2006 National Land Cover Database,Watershed,656.1054,Percentage of the upstream watershed area classified as grassland/herbaceous land cover.,1.418506844,%,100,656.1054,Natural,Land Cover,PctGrs2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,0.2808,Percentage of the local catchment classified as grassland/herbaceous land cover within a 100-m wide buffer of the NHD stream lines.,0,%,100,0.2808,Natural,Land Cover,PctGrs2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,157.1652,Percentage of the upstream watershed classified as grassland/herbaceous land cover within a 100-m wide buffer of the NHD stream lines.,0.927686282,%,100,157.1652,Natural,Land Cover,PctGrs2006WsRp100
2006 National Land Cover Database,Catchment,1.9152,Percentage of the local catchment area classified as pasture/hay land use.,0,%,100,1.9152,Disturbance,Agriculture,PctHay2006Cat
2006 National Land Cover Database,Watershed,656.1054,Percentage of the upstream watershed area classified as pasture/hay land use.,9.126811028,%,100,656.1054,Disturbance,Agriculture,PctHay2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,0.2808,Percentage of the local catchment classified as pasture/hay land use within a 100-m wide buffer of the NHD stream lines.,0,%,100,0.2808,Disturbance,Agriculture,PctHay2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,157.1652,Percentage of the upstream watershed classified as pasture/hay land use within a 100-m wide buffer of the NHD stream lines.,5.633689901,%,100,157.1652,Disturbance,Agriculture,PctHay2006WsRp100
2006 National Land Cover Database,Catchment,1.9152,Percentage of the local catchment area classified as herbaceous wetland land cover.,0.234962406,%,100,1.9152,Natural,Land Cover,PctHbWet2006Cat
2006 National Land Cover Database,Watershed,656.1054,Percentage of the upstream watershed area classified as herbaceous wetland land cover.,0.128394005,%,100,656.1054,Natural,Land Cover,PctHbWet2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,0.2808,Percentage of the local catchment classified as emergent herbaceous wetland land cover within a 100-m wide buffer of the NHD stream lines.,0,%,100,0.2808,Natural,Land Cover,PctHbWet2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,157.1652,Percentage of the upstream watershed classified as emergent herbaceous wetland land cover within a 100-m wide buffer of the NHD stream lines.,0.250818884,%,100,157.1652,Natural,Land Cover,PctHbWet2006WsRp100
2006 National Land Cover Database,Catchment,1.9152,Percentage of the local catchment area classified as ice/snow land cover.,0,%,100,1.9152,Natural,Land Cover,PctIce2006Cat
2006 National Land Cover Database,Watershed,656.1054,Percentage of the upstream watershed area classified as ice/snow land cover.,0,%,100,656.1054,Natural,Land Cover,PctIce2006Ws
2006 National Land Cover Database,Riparian Buffered Catchment,0.2808,Percentage of the local catchment classified as ice/snow land cover within a 100-m wide buffer of the NHD stream lines.,0,%,100,0.2808,Natural,Land Cover,PctIce2006CatRp100
2006 National Land Cover Database,Riparian Buffered Watershed,157.1652,Percentage of the upstream watershed classified as ice/snow land cover within a 100-m wide buffer of the NHD stream lines.,0,%,100,157.1652,Natural,Land Cover,PctIce2006WsRp100
